年	月	年齢層	状態	数
2015	2	50-59歳	自動二輪車乗車中	2
2015	2	50-59歳	原付乗車中	2
2015	2	50-59歳	自転車乗用中	4
2015	2	50-59歳	歩行中	12
2015	2	50-59歳	その他	0
2015	2	60-64歳	自動車乗車中	7
2015	2	60-64歳	自動二輪車乗車中	0
2015	2	60-64歳	原付乗車中	3
2015	2	60-64歳	自転車乗用中	2
2015	2	60-64歳	歩行中	9
2015	2	60-64歳	その他	0
2015	2	65-69歳	自動車乗車中	7
2015	2	65-69歳	自動二輪車乗車中	1
2015	2	65-69歳	原付乗車中	1
2015	2	65-69歳	自転車乗用中	5
2015	2	65-69歳	歩行中	14
2015	2	65-69歳	その他	0
2015	2	70-74歳	自動車乗車中	9
2015	2	70-74歳	自動二輪車乗車中	0
2015	2	70-74歳	原付乗車中	0
2015	2	70-74歳	自転車乗用中	10
2015	2	70-74歳	歩行中	15
2015	2	70-74歳	その他	0
2015	2	75-79歳	自動車乗車中	10
2015	2	75-79歳	自動二輪車乗車中	0
2015	2	75-79歳	原付乗車中	2
2015	2	75-79歳	自転車乗用中	7
2015	2	75-79歳	歩行中	29
2015	2	75-79歳	その他	0
2015	2	80-84歳	自動車乗車中	6
2015	2	80-84歳	自動二輪車乗車中	1
2015	2	80-84歳	原付乗車中	0
2015	2	80-84歳	自転車乗用中	5
2015	2	80-84歳	歩行中	19
2015	2	80-84歳	その他	0
2015	2	85歳以上	自動車乗車中	5
2015	2	85歳以上	自動二輪車乗車中	2
2015	2	85歳以上	原付乗車中	1
2015	2	85歳以上	自転車乗用中	7
2015	2	85歳以上	歩行中	10
2015	2	85歳以上	その他	0
2015	1	9歳以下	自動車乗車中	2
2015	1	9歳以下	自動二輪車乗車中	0
2015	1	9歳以下	原付乗車中	0
2015	1	9歳以下	自転車乗用中	1
2015	1	9歳以下	歩行中	2
2015	1	9歳以下	その他	0
2015	1	10-19歳	自動車乗車中	8
2015	1	10-19歳	自動二輪車乗車中	2
2015	1	10-19歳	原付乗車中	2
2015	1	10-19歳	自転車乗用中	1
2015	1	10-19歳	歩行中	0
2015	1	10-19歳	その他	0
2015	1	20-29歳	自動車乗車中	11
2015	1	20-29歳	自動二輪車乗車中	2
2015	1	20-29歳	原付乗車中	2
2015	1	20-29歳	自転車乗用中	0
2015	1	20-29歳	歩行中	4
2015	1	20-29歳	その他	0
2015	1	30-39歳	自動車乗車中	12
2015	1	30-39歳	自動二輪車乗車中	6
2015	1	30-39歳	原付乗車中	0
2015	1	30-39歳	自転車乗用中	1
2015	1	30-39歳	歩行中	5
2015	1	30-39歳	その他	0
2015	1	40-49歳	自動車乗車中	11
2015	1	40-49歳	自動二輪車乗車中	6
2015	1	40-49歳	原付乗車中	1
2015	1	40-49歳	自転車乗用中	4
2015	1	40-49歳	歩行中	4
2015	1	40-49歳	その他	0
2015	1	50-59歳	自動車乗車中	14
2015	1	50-59歳	自動二輪車乗車中	1
2015	1	50-59歳	原付乗車中	1
2015	1	50-59歳	自転車乗用中	2
2015	1	50-59歳	歩行中	14
2015	1	50-59歳	その他	0
2015	1	60-64歳	自動車乗車中	7
2015	1	60-64歳	自動二輪車乗車中	2
2015	1	60-64歳	原付乗車中	0
2015	1	60-64歳	自転車乗用中	6
2015	1	60-64歳	歩行中	9
2015	1	60-64歳	その他	0
2015	1	65-69歳	自動車乗車中	14
2015	1	65-69歳	自動二輪車乗車中	0
2015	1	65-69歳	原付乗車中	4
2015	1	65-69歳	自転車乗用中	4
2015	1	65-69歳	歩行中	9
2015	1	65-69歳	その他	1
2015	1	70-74歳	自動車乗車中	12
2015	1	70-74歳	自動二輪車乗車中	0
2015	1	70-74歳	原付乗車中	4
2015	1	70-74歳	自転車乗用中	3
2015	1	70-74歳	歩行中	22
2015	1	70-74歳	その他	0
2015	1	75-79歳	自動車乗車中	12
2015	1	75-79歳	自動二輪車乗車中	2
2015	1	75-79歳	原付乗車中	2
2015	1	75-79歳	自転車乗用中	10
2015	1	75-79歳	歩行中	24
2015	1	75-79歳	その他	0
2015	1	80-84歳	自動車乗車中	10
2015	1	80-84歳	自動二輪車乗車中	0
2015	1	80-84歳	原付乗車中	2
2015	1	80-84歳	自転車乗用中	3
2015	1	80-84歳	歩行中	33
2015	1	80-84歳	その他	0
2015	1	85歳以上	自動車乗車中	6
2015	1	85歳以上	自動二輪車乗車中	0
2015	1	85歳以上	原付乗車中	0
2015	1	85歳以上	自転車乗用中	3
2015	1	85歳以上	歩行中	23
2015	1	85歳以上	その他	0
2014	12	9歳以下	自動車乗車中	0
2014	12	9歳以下	自動二輪車乗車中	0
2014	12	9歳以下	原付乗車中	0
2014	12	9歳以下	自転車乗用中	0
2014	12	9歳以下	歩行中	2
2014	12	9歳以下	その他	0
2014	12	10-19歳	自動車乗車中	4
2014	12	10-19歳	自動二輪車乗車中	3
2014	12	10-19歳	原付乗車中	1
2014	12	10-19歳	自転車乗用中	2
2014	12	10-19歳	歩行中	3
2014	12	10-19歳	その他	0
2014	12	20-29歳	自動車乗車中	16
2014	12	20-29歳	自動二輪車乗車中	6
2014	12	20-29歳	原付乗車中	3
2014	12	20-29歳	自転車乗用中	4
2014	12	20-29歳	歩行中	6
2014	12	20-29歳	その他	0
2014	12	30-39歳	自動車乗車中	4
2014	12	30-39歳	自動二輪車乗車中	3
2014	12	30-39歳	原付乗車中	0
2014	12	30-39歳	自転車乗用中	1
2014	12	30-39歳	歩行中	8
2014	12	30-39歳	その他	0
2014	12	40-49歳	自動車乗車中	14
2014	12	40-49歳	自動二輪車乗車中	9
2014	12	40-49歳	原付乗車中	3
2014	12	40-49歳	自転車乗用中	2
2014	12	40-49歳	歩行中	8
2014	12	40-49歳	その他	0
2014	12	50-59歳	自動車乗車中	18
2014	12	50-59歳	自動二輪車乗車中	3
2014	12	50-59歳	原付乗車中	3
2014	12	50-59歳	自転車乗用中	4
2014	12	50-59歳	歩行中	13
2014	12	50-59歳	その他	0
2014	12	60-64歳	自動車乗車中	13
2014	12	60-64歳	自動二輪車乗車中	1
2014	12	60-64歳	原付乗車中	0
2014	12	60-64歳	自転車乗用中	4
2014	12	60-64歳	歩行中	13
2014	12	60-64歳	その他	0
2014	12	65-69歳	自動車乗車中	15
2014	12	65-69歳	自動二輪車乗車中	3
2014	12	65-69歳	原付乗車中	0
2014	12	65-69歳	自転車乗用中	9
2014	12	65-69歳	歩行中	22
2014	12	65-69歳	その他	0
2014	12	70-74歳	自動車乗車中	12
2014	12	70-74歳	自動二輪車乗車中	1
2014	12	70-74歳	原付乗車中	3
2014	12	70-74歳	自転車乗用中	7
2014	12	70-74歳	歩行中	27
2014	12	70-74歳	その他	0
2014	12	75-79歳	自動車乗車中	14
2014	12	75-79歳	自動二輪車乗車中	2
2014	12	75-79歳	原付乗車中	2
2014	12	75-79歳	自転車乗用中	5
2014	12	75-79歳	歩行中	27
2014	12	75-79歳	その他	0
2014	12	80-84歳	自動車乗車中	14
2014	12	80-84歳	自動二輪車乗車中	0
2014	12	80-84歳	原付乗車中	0
2014	12	80-84歳	自転車乗用中	6
2014	12	80-84歳	歩行中	39
2014	12	80-84歳	その他	1
2014	12	85歳以上	自動車乗車中	7
2014	12	85歳以上	自動二輪車乗車中	0
2014	12	85歳以上	原付乗車中	6
2014	12	85歳以上	自転車乗用中	11
2014	12	85歳以上	歩行中	33
2014	12	85歳以上	その他	0
2014	11	9歳以下	自動車乗車中	2
2014	11	9歳以下	自動二輪車乗車中	0
2014	11	9歳以下	原付乗車中	0
2014	11	9歳以下	自転車乗用中	0
2014	11	9歳以下	歩行中	2
2014	11	9歳以下	その他	0
2014	11	10-19歳	自動車乗車中	4
2014	11	10-19歳	自動二輪車乗車中	1
2014	11	10-19歳	原付乗車中	0
2014	11	10-19歳	自転車乗用中	3
2014	11	10-19歳	歩行中	0
2014	11	10-19歳	その他	0
2014	11	20-29歳	自動車乗車中	9
2014	11	20-29歳	自動二輪車乗車中	9
2014	11	20-29歳	原付乗車中	0
2014	11	20-29歳	自転車乗用中	3
2014	11	20-29歳	歩行中	2
2014	11	20-29歳	その他	0
2014	11	30-39歳	自動車乗車中	7
2014	11	30-39歳	自動二輪車乗車中	5
2014	11	30-39歳	原付乗車中	1
2014	11	30-39歳	自転車乗用中	2
2014	11	30-39歳	歩行中	5
2014	11	30-39歳	その他	1
2014	11	40-49歳	自動車乗車中	13
2014	11	40-49歳	自動二輪車乗車中	6
2014	11	40-49歳	原付乗車中	2
2014	11	40-49歳	自転車乗用中	0
2014	11	40-49歳	歩行中	7
2014	11	40-49歳	その他	0
2014	11	50-59歳	自動車乗車中	6
2014	11	50-59歳	自動二輪車乗車中	8
2014	11	50-59歳	原付乗車中	4
2014	11	50-59歳	自転車乗用中	4
2014	11	50-59歳	歩行中	12
2014	11	50-59歳	その他	0
2014	11	60-64歳	自動車乗車中	9
2014	11	60-64歳	自動二輪車乗車中	1
2014	11	60-64歳	原付乗車中	2
2014	11	60-64歳	自転車乗用中	4
2014	11	60-64歳	歩行中	9
2014	11	60-64歳	その他	0
2014	11	65-69歳	自動車乗車中	10
2014	11	65-69歳	自動二輪車乗車中	2
2014	11	65-69歳	原付乗車中	1
2014	11	65-69歳	自転車乗用中	8
2014	11	65-69歳	歩行中	21
2014	11	65-69歳	その他	1
2014	11	70-74歳	自動車乗車中	10
2014	11	70-74歳	自動二輪車乗車中	1
2014	11	70-74歳	原付乗車中	8
2014	11	70-74歳	自転車乗用中	7
2014	11	70-74歳	歩行中	15
2014	11	70-74歳	その他	0
2014	11	75-79歳	自動車乗車中	14
2014	11	75-79歳	自動二輪車乗車中	1
2014	11	75-79歳	原付乗車中	4
2014	11	75-79歳	自転車乗用中	9
2014	11	75-79歳	歩行中	27
2014	11	75-79歳	その他	0
2014	11	80-84歳	自動車乗車中	14
2014	11	80-84歳	自動二輪車乗車中	0
2014	11	80-84歳	原付乗車中	3
2014	11	80-84歳	自転車乗用中	5
2014	11	80-84歳	歩行中	30
2014	11	80-84歳	その他	0
2014	11	85歳以上	自動車乗車中	6
2014	11	85歳以上	自動二輪車乗車中	2
2014	11	85歳以上	原付乗車中	1
2014	11	85歳以上	自転車乗用中	2
2014	11	85歳以上	歩行中	32
2014	11	85歳以上	その他	0
2014	10	9歳以下	自動車乗車中	0
2014	10	9歳以下	自動二輪車乗車中	0
2014	10	9歳以下	原付乗車中	0
2014	10	9歳以下	自転車乗用中	1
2014	10	9歳以下	歩行中	5
2014	10	9歳以下	その他	0
2014	10	10-19歳	自動車乗車中	7
2014	10	10-19歳	自動二輪車乗車中	10
2014	10	10-19歳	原付乗車中	2
2014	10	10-19歳	自転車乗用中	2
2014	10	10-19歳	歩行中	3
2014	10	10-19歳	その他	0
2014	10	20-29歳	自動車乗車中	12
2014	10	20-29歳	自動二輪車乗車中	7
2014	10	20-29歳	原付乗車中	2
2014	10	20-29歳	自転車乗用中	2
2014	10	20-29歳	歩行中	4
2014	10	20-29歳	その他	0
2014	10	30-39歳	自動車乗車中	9
2014	10	30-39歳	自動二輪車乗車中	8
2014	10	30-39歳	原付乗車中	1
2014	10	30-39歳	自転車乗用中	0
2014	10	30-39歳	歩行中	4
2014	10	30-39歳	その他	0
2014	10	40-49歳	自動車乗車中	12
2014	10	40-49歳	自動二輪車乗車中	12
2014	10	40-49歳	原付乗車中	2
2014	10	40-49歳	自転車乗用中	3
2014	10	40-49歳	歩行中	7
2014	10	40-49歳	その他	0
2014	10	50-59歳	自動車乗車中	14
2014	10	50-59歳	自動二輪車乗車中	4
2014	10	50-59歳	原付乗車中	1
2014	10	50-59歳	自転車乗用中	5
2014	10	50-59歳	歩行中	6
2014	10	50-59歳	その他	0
2014	10	60-64歳	自動車乗車中	11
2014	10	60-64歳	自動二輪車乗車中	5
2014	10	60-64歳	原付乗車中	1
2014	10	60-64歳	自転車乗用中	8
2014	10	60-64歳	歩行中	11
2014	10	60-64歳	その他	0
2014	10	65-69歳	自動車乗車中	7
2014	10	65-69歳	自動二輪車乗車中	1
2014	10	65-69歳	原付乗車中	2
2014	10	65-69歳	自転車乗用中	6
2014	10	65-69歳	歩行中	12
2014	10	65-69歳	その他	0
2014	10	70-74歳	自動車乗車中	9
2014	10	70-74歳	自動二輪車乗車中	3
2014	10	70-74歳	原付乗車中	3
2014	10	70-74歳	自転車乗用中	8
2014	10	70-74歳	歩行中	20
2014	10	70-74歳	その他	0
2014	10	75-79歳	自動車乗車中	6
2014	10	75-79歳	自動二輪車乗車中	1
2014	10	75-79歳	原付乗車中	4
2014	10	75-79歳	自転車乗用中	14
2014	10	75-79歳	歩行中	24
2014	10	75-79歳	その他	0
2014	10	80-84歳	自動車乗車中	14
2014	10	80-84歳	自動二輪車乗車中	1
2014	10	80-84歳	原付乗車中	1
2014	10	80-84歳	自転車乗用中	15
2014	10	80-84歳	歩行中	36
2014	10	80-84歳	その他	0
2014	10	85歳以上	自動車乗車中	5
2014	10	85歳以上	自動二輪車乗車中	0
2014	10	85歳以上	原付乗車中	0
2014	10	85歳以上	自転車乗用中	8
2014	10	85歳以上	歩行中	19
2014	10	85歳以上	その他	0
2014	9	9歳以下	自動車乗車中	1
2014	9	9歳以下	自動二輪車乗車中	0
2014	9	9歳以下	原付乗車中	0
2014	9	9歳以下	自転車乗用中	0
2014	9	9歳以下	歩行中	3
2014	9	9歳以下	その他	0
2014	9	10-19歳	自動車乗車中	7
2014	9	10-19歳	自動二輪車乗車中	2
2014	9	10-19歳	原付乗車中	3
2014	9	10-19歳	自転車乗用中	3
2014	9	10-19歳	歩行中	2
2014	9	10-19歳	その他	0
2014	9	20-29歳	自動車乗車中	17
2014	9	20-29歳	自動二輪車乗車中	7
2014	9	20-29歳	原付乗車中	2
2014	9	20-29歳	自転車乗用中	1
2014	9	20-29歳	歩行中	6
2014	9	20-29歳	その他	0
2014	9	30-39歳	自動車乗車中	9
2014	9	30-39歳	自動二輪車乗車中	5
2014	9	30-39歳	原付乗車中	1
2014	9	30-39歳	自転車乗用中	3
2014	9	30-39歳	歩行中	4
2014	9	30-39歳	その他	0
2014	9	40-49歳	自動車乗車中	13
2014	9	40-49歳	自動二輪車乗車中	11
2014	9	40-49歳	原付乗車中	0
2014	9	40-49歳	自転車乗用中	3
2014	9	40-49歳	歩行中	6
2014	9	40-49歳	その他	0
2014	9	50-59歳	自動車乗車中	12
2014	9	50-59歳	自動二輪車乗車中	8
2014	9	50-59歳	原付乗車中	1
2014	9	50-59歳	自転車乗用中	4
2014	9	50-59歳	歩行中	10
2014	9	50-59歳	その他	0
2014	9	60-64歳	自動車乗車中	6
2014	9	60-64歳	自動二輪車乗車中	1
2014	9	60-64歳	原付乗車中	1
2014	9	60-64歳	自転車乗用中	6
2014	9	60-64歳	歩行中	10
2014	9	60-64歳	その他	0
2014	9	65-69歳	自動車乗車中	8
2014	9	65-69歳	自動二輪車乗車中	0
2014	9	65-69歳	原付乗車中	3
2014	9	65-69歳	自転車乗用中	6
2014	9	65-69歳	歩行中	10
2014	9	65-69歳	その他	0
2014	9	70-74歳	自動車乗車中	7
2014	9	70-74歳	自動二輪車乗車中	2
2014	9	70-74歳	原付乗車中	2
2014	9	70-74歳	自転車乗用中	5
2014	9	70-74歳	歩行中	12
2014	9	70-74歳	その他	0
2014	9	75-79歳	自動車乗車中	15
2014	9	75-79歳	自動二輪車乗車中	2
2014	9	75-79歳	原付乗車中	1
2014	9	75-79歳	自転車乗用中	15
2014	9	75-79歳	歩行中	14
2014	9	75-79歳	その他	0
2014	9	80-84歳	自動車乗車中	8
2014	9	80-84歳	自動二輪車乗車中	0
2014	9	80-84歳	原付乗車中	1
2014	9	80-84歳	自転車乗用中	7
2014	9	80-84歳	歩行中	24
2014	9	80-84歳	その他	0
2014	9	85歳以上	自動車乗車中	7
2014	9	85歳以上	自動二輪車乗車中	0
2014	9	85歳以上	原付乗車中	1
2014	9	85歳以上	自転車乗用中	5
2014	9	85歳以上	歩行中	21
2014	9	85歳以上	その他	1
2014	8	9歳以下	自動車乗車中	1
2014	8	9歳以下	自動二輪車乗車中	0
2014	8	9歳以下	原付乗車中	0
2014	8	9歳以下	自転車乗用中	2
2014	8	9歳以下	歩行中	0
2014	8	9歳以下	その他	0
2014	8	10-19歳	自動車乗車中	3
2014	8	10-19歳	自動二輪車乗車中	10
2014	8	10-19歳	原付乗車中	4
2014	8	10-19歳	自転車乗用中	1
2014	8	10-19歳	歩行中	2
2014	8	10-19歳	その他	0
2014	8	20-29歳	自動車乗車中	5
2014	8	20-29歳	自動二輪車乗車中	12
2014	8	20-29歳	原付乗車中	1
2014	8	20-29歳	自転車乗用中	3
2014	8	20-29歳	歩行中	5
2014	8	20-29歳	その他	0
2014	8	30-39歳	自動車乗車中	8
2014	8	30-39歳	自動二輪車乗車中	9
2014	8	30-39歳	原付乗車中	0
2014	8	30-39歳	自転車乗用中	2
2014	8	30-39歳	歩行中	2
2014	8	30-39歳	その他	0
2014	8	40-49歳	自動車乗車中	15
2014	8	40-49歳	自動二輪車乗車中	12
2014	8	40-49歳	原付乗車中	1
2014	8	40-49歳	自転車乗用中	1
2014	8	40-49歳	歩行中	1
2014	8	40-49歳	その他	0
2014	8	50-59歳	自動車乗車中	14
2014	8	50-59歳	自動二輪車乗車中	4
2014	8	50-59歳	原付乗車中	5
2014	8	50-59歳	自転車乗用中	2
2014	8	50-59歳	歩行中	7
2014	8	50-59歳	その他	0
2014	8	60-64歳	自動車乗車中	6
2014	8	60-64歳	自動二輪車乗車中	1
2014	8	60-64歳	原付乗車中	1
2014	8	60-64歳	自転車乗用中	2
2014	8	60-64歳	歩行中	9
2014	8	60-64歳	その他	0
2014	8	65-69歳	自動車乗車中	11
2014	8	65-69歳	自動二輪車乗車中	3
2014	8	65-69歳	原付乗車中	2
2014	8	65-69歳	自転車乗用中	3
2014	8	65-69歳	歩行中	8
2014	8	65-69歳	その他	0
2014	8	70-74歳	自動車乗車中	15
2014	8	70-74歳	自動二輪車乗車中	1
2014	8	70-74歳	原付乗車中	3
2014	8	70-74歳	自転車乗用中	5
2014	8	70-74歳	歩行中	7
2014	8	70-74歳	その他	1
2014	8	75-79歳	自動車乗車中	10
2014	8	75-79歳	自動二輪車乗車中	0
2014	8	75-79歳	原付乗車中	6
2014	8	75-79歳	自転車乗用中	5
2014	8	75-79歳	歩行中	15
2014	8	75-79歳	その他	0
2014	8	80-84歳	自動車乗車中	13
2014	8	80-84歳	自動二輪車乗車中	1
2014	8	80-84歳	原付乗車中	1
2014	8	80-84歳	自転車乗用中	4
2014	8	80-84歳	歩行中	12
2014	8	80-84歳	その他	0
2014	8	85歳以上	自動車乗車中	1
2014	8	85歳以上	自動二輪車乗車中	1
2014	8	85歳以上	原付乗車中	1
2014	8	85歳以上	自転車乗用中	5
2014	8	85歳以上	歩行中	16
2014	8	85歳以上	その他	0
2014	7	9歳以下	自動車乗車中	1
2014	7	9歳以下	自動二輪車乗車中	0
2014	7	9歳以下	原付乗車中	0
2014	7	9歳以下	自転車乗用中	1
2014	7	9歳以下	歩行中	3
2014	7	9歳以下	その他	0
2014	7	10-19歳	自動車乗車中	7
2014	7	10-19歳	自動二輪車乗車中	8
2014	7	10-19歳	原付乗車中	0
2014	7	10-19歳	自転車乗用中	0
2014	7	10-19歳	歩行中	3
2014	7	10-19歳	その他	0
2014	7	20-29歳	自動車乗車中	14
2014	7	20-29歳	自動二輪車乗車中	9
2014	7	20-29歳	原付乗車中	0
2014	7	20-29歳	自転車乗用中	2
2014	7	20-29歳	歩行中	4
2014	7	20-29歳	その他	0
2014	7	30-39歳	自動車乗車中	12
2014	7	30-39歳	自動二輪車乗車中	7
2014	7	30-39歳	原付乗車中	4
2014	7	30-39歳	自転車乗用中	1
2014	7	30-39歳	歩行中	2
2014	7	30-39歳	その他	0
2014	7	40-49歳	自動車乗車中	12
2014	7	40-49歳	自動二輪車乗車中	6
2014	7	40-49歳	原付乗車中	2
2014	7	40-49歳	自転車乗用中	3
2014	7	40-49歳	歩行中	9
2014	7	40-49歳	その他	0
2014	7	50-59歳	自動車乗車中	16
2014	7	50-59歳	自動二輪車乗車中	8
2014	7	50-59歳	原付乗車中	3
2014	7	50-59歳	自転車乗用中	2
2014	7	50-59歳	歩行中	3
2014	7	50-59歳	その他	0
2014	7	60-64歳	自動車乗車中	15
2014	7	60-64歳	自動二輪車乗車中	1
2014	7	60-64歳	原付乗車中	0
2014	7	60-64歳	自転車乗用中	8
2014	7	60-64歳	歩行中	6
2014	7	60-64歳	その他	0
2014	7	65-69歳	自動車乗車中	14
2014	7	65-69歳	自動二輪車乗車中	1
2014	7	65-69歳	原付乗車中	5
2014	7	65-69歳	自転車乗用中	9
2014	7	65-69歳	歩行中	8
2014	7	65-69歳	その他	0
2014	7	70-74歳	自動車乗車中	12
2014	7	70-74歳	自動二輪車乗車中	0
2014	7	70-74歳	原付乗車中	2
2014	7	70-74歳	自転車乗用中	5
2014	7	70-74歳	歩行中	11
2014	7	70-74歳	その他	0
2014	7	75-79歳	自動車乗車中	8
2014	7	75-79歳	自動二輪車乗車中	1
2014	7	75-79歳	原付乗車中	5
2014	7	75-79歳	自転車乗用中	7
2014	7	75-79歳	歩行中	8
2014	7	75-79歳	その他	0
2014	7	80-84歳	自動車乗車中	9
2014	7	80-84歳	自動二輪車乗車中	1
2014	7	80-84歳	原付乗車中	1
2014	7	80-84歳	自転車乗用中	9
2014	7	80-84歳	歩行中	16
2014	7	80-84歳	その他	0
2014	7	85歳以上	自動車乗車中	8
2014	7	85歳以上	自動二輪車乗車中	0
2014	7	85歳以上	原付乗車中	1
2014	7	85歳以上	自転車乗用中	4
2014	7	85歳以上	歩行中	8
2014	7	85歳以上	その他	0
2014	6	9歳以下	自動車乗車中	1
2014	6	9歳以下	自動二輪車乗車中	0
2014	6	9歳以下	原付乗車中	0
2014	6	9歳以下	自転車乗用中	1
2014	6	9歳以下	歩行中	7
2014	6	9歳以下	その他	0
2014	6	10-19歳	自動車乗車中	8
2014	6	10-19歳	自動二輪車乗車中	1
2014	6	10-19歳	原付乗車中	2
2014	6	10-19歳	自転車乗用中	3
2014	6	10-19歳	歩行中	2
2014	6	10-19歳	その他	0
2014	6	20-29歳	自動車乗車中	13
2014	6	20-29歳	自動二輪車乗車中	4
2014	6	20-29歳	原付乗車中	3
2014	6	20-29歳	自転車乗用中	1
2014	6	20-29歳	歩行中	3
2014	6	20-29歳	その他	0
2014	6	30-39歳	自動車乗車中	7
2014	6	30-39歳	自動二輪車乗車中	7
2014	6	30-39歳	原付乗車中	1
2014	6	30-39歳	自転車乗用中	2
2014	6	30-39歳	歩行中	5
2014	6	30-39歳	その他	0
2014	6	40-49歳	自動車乗車中	11
2014	6	40-49歳	自動二輪車乗車中	12
2014	6	40-49歳	原付乗車中	3
2014	6	40-49歳	自転車乗用中	6
